#LIBRARY    ENDF/B-VIII.0
#REACTION   NA-23(N,EL)NA-23-L0,SIG
#NUCLEUS    Na-23
#MF         3
#MT         2
#E,eV        Sig,b        Interpolation
 297300      1.32329      Lin-Lin
 297351      1.37607      Lin-Lin
 297402      1.43939      Lin-Lin
 297441      1.49449      Lin-Lin
 297479      1.55665      Lin-Lin
 297517      1.62639      Lin-Lin
 297555      1.70419      Lin-Lin
 297594      1.79055      Lin-Lin
 297632      1.88592      Lin-Lin
 297670      1.99073      Lin-Lin
 297708      2.10537      Lin-Lin
 297754      2.25657      Lin-Lin
 297800      2.42255      Lin-Lin
 297846      2.60308      Lin-Lin
 297892      2.79828      Lin-Lin
 297943      3.03214      Lin-Lin
 297994      3.28227      Lin-Lin
 298070      3.68364      Lin-Lin
 298174      4.26116      Lin-Lin
 298329      5.136        Lin-Lin
 298404      5.53264      Lin-Lin
 298479      5.89581      Lin-Lin
 298554      6.22015      Lin-Lin
 298631      6.4962       Lin-Lin
 298707      6.71947      Lin-Lin
 298776      6.87669      Lin-Lin
 298845      6.9959       Lin-Lin
 298934      7.10173      Lin-Lin
 299141      7.25042      Lin-Lin
 299183      7.30661      Lin-Lin
 299216      7.38635      Lin-Lin
 299243      7.49992      Lin-Lin
 299263      7.63111      Lin-Lin
 299282      7.8149       Lin-Lin
 299297      7.99643      Lin-Lin
 299312      8.225        Lin-Lin
 299327      8.51146      Lin-Lin
 299342      8.85591      Lin-Lin
 299376      9.75056      Lin-Lin
 299388      10.0051      Lin-Lin
 299398      10.1335      Lin-Lin
 299405      10.188       Lin-Lin
 299410      10.1952      Lin-Lin
 299417      10.1666      Lin-Lin
 299425      10.091       Lin-Lin
 299435      9.91561      Lin-Lin
 299445      9.67783      Lin-Lin
 299479      8.73347      Lin-Lin
 299492      8.39879      Lin-Lin
 299505      8.10868      Lin-Lin
 299519      7.86339      Lin-Lin
 299532      7.65825      Lin-Lin
 299550      7.43473      Lin-Lin
 299568      7.26175      Lin-Lin
 299586      7.12499      Lin-Lin
 299606      7.0138       Lin-Lin
 299633      6.901        Lin-Lin
 299673      6.77224      Lin-Lin
 299740      6.6137       Lin-Lin
 299821      6.46713      Lin-Lin
 299967      6.25452      Lin-Lin
 300152      6.02659      Lin-Lin
 300371      5.79364      Lin-Lin
 300603      5.57848      Lin-Lin
 300901      5.34148      Lin-Lin
 301200      5.14135      Lin-Lin
 301498      4.97121      Lin-Lin
 301796      4.82544      Lin-Lin
 302194      4.66149      Lin-Lin
 302591      4.52472      Lin-Lin
 303157      4.36566      Lin-Lin
 303718      4.23917      Lin-Lin
 304400      4.11631      Lin-Lin
 304841      4.05802      Lin-Lin
 304935      4.05394      Lin-Lin
 305016      4.06446      Lin-Lin
 305059      4.08806      Lin-Lin
 305083      4.11667      Lin-Lin
 305106      4.1691       Lin-Lin
 305122      4.22749      Lin-Lin
 305138      4.31258      Lin-Lin
 305153      4.42487      Lin-Lin
 305176      4.59833      Lin-Lin
 305186      4.65623      Lin-Lin
 305196      4.6849       Lin-Lin
 305200      4.68667      Lin-Lin
 305210      4.66658      Lin-Lin
 305223      4.5989       Lin-Lin
 305259      4.31084      Lin-Lin
 305275      4.21632      Lin-Lin
 305290      4.14964      Lin-Lin
 305314      4.08748      Lin-Lin
 305337      4.05157      Lin-Lin
 305378      4.01699      Lin-Lin
 305442      3.9899       Lin-Lin
 305617      3.95438      Lin-Lin
 306232      3.88288      Lin-Lin
 307371      3.78359      Lin-Lin
 308877      3.68462      Lin-Lin
 310788      3.59208      Lin-Lin
 313139      3.50915      Lin-Lin
 316040      3.43495      Lin-Lin
 320025      3.36261      Lin-Lin
 325148      3.29728      Lin-Lin
 331980      3.23799      Lin-Lin
 340291      3.19087      Lin-Lin
 345414      3.17593      Lin-Lin
 347691      3.17469      Lin-Lin
 354530      3.185        Lin-Lin
 359531      3.24007      Lin-Lin
 363630      3.30523      Lin-Lin
 366818      3.37489      Lin-Lin
 369550      3.45472      Lin-Lin
 371827      3.53679      Lin-Lin
 373649      3.61976      Lin-Lin
 376836      3.79308      Lin-Lin
 378203      3.88625      Lin-Lin
 379569      3.99743      Lin-Lin
 380935      4.12314      Lin-Lin
 382301      4.24714      Lin-Lin
 382881      4.31836      Lin-Lin
 384123      4.49701      Lin-Lin
 386514      4.88821      Lin-Lin
 388904      5.2821       Lin-Lin
 390043      5.44139      Lin-Lin
 390954      5.53979      Lin-Lin
 391887      5.60779      Lin-Lin
 392707      5.63393      Lin-Lin
 393003      5.6375       Lin-Lin
 393914      5.62092      Lin-Lin
 394825      5.57043      Lin-Lin
 396646      5.41665      Lin-Lin
 399050      5.18159      Lin-Lin
 401883      4.7935       Lin-Lin
 404616      4.44584      Lin-Lin
 406437      4.24011      Lin-Lin
 408259      4.06191      Lin-Lin
 410081      3.90778      Lin-Lin
 412358      3.74304      Lin-Lin
 414970      3.58644      Lin-Lin
 417367      3.49344      Lin-Lin
 420099      3.411        Lin-Lin
 422604      3.35885      Lin-Lin
 423461      3.35027      Lin-Lin
 423743      3.35016      Lin-Lin
 425371      3.36344      Lin-Lin
 426414      3.39082      Lin-Lin
 427375      3.43758      Lin-Lin
 428016      3.48994      Lin-Lin
 428497      3.54967      Lin-Lin
 428977      3.6279       Lin-Lin
 429458      3.7323       Lin-Lin
 430259      3.93781      Lin-Lin
 430499      3.98465      Lin-Lin
 430744      4.01075      Lin-Lin
 430868      4.01393      Lin-Lin
 431100      4.00264      Lin-Lin
 431341      3.96885      Lin-Lin
 431661      3.89536      Lin-Lin
 432502      3.66794      Lin-Lin
 432983      3.56451      Lin-Lin
 433463      3.49526      Lin-Lin
 433944      3.44826      Lin-Lin
 434585      3.41032      Lin-Lin
 435066      3.38271      Lin-Lin
 435867      3.33754      Lin-Lin
 436988      3.30061      Lin-Lin
 437320      3.2948       Lin-Lin
 438416      3.31314      Lin-Lin
 439400      3.34974      Lin-Lin
 440385      3.4089       Lin-Lin
 441228      3.48377      Lin-Lin
 441911      3.56776      Lin-Lin
 442493      3.66297      Lin-Lin
 443056      3.77759      Lin-Lin
 443478      3.88113      Lin-Lin
 443899      4.00509      Lin-Lin
 444321      4.15001      Lin-Lin
 444743      4.32256      Lin-Lin
 445165      4.52646      Lin-Lin
 445446      4.68198      Lin-Lin
 445727      4.8541       Lin-Lin
 446149      5.14476      Lin-Lin
 446571      5.46045      Lin-Lin
 447484      6.19962      Lin-Lin
 447766      6.40713      Lin-Lin
 448047      6.58345      Lin-Lin
 448328      6.71452      Lin-Lin
 448539      6.77568      Lin-Lin
 448792      6.80467      Lin-Lin
 449031      6.78141      Lin-Lin
 449260      6.71705      Lin-Lin
 449510      6.60784      Lin-Lin
 449734      6.47865      Lin-Lin
 450015      6.28146      Lin-Lin
 450437      5.9519       Lin-Lin
 451210      5.33034      Lin-Lin
 451632      5.02136      Lin-Lin
 451913      4.83558      Lin-Lin
 452335      4.58947      Lin-Lin
 452757      4.37758      Lin-Lin
 453178      4.19626      Lin-Lin
 453600      4.04178      Lin-Lin
 454022      3.91046      Lin-Lin
 454584      3.76364      Lin-Lin
 455147      3.63128      Lin-Lin
 455709      3.51899      Lin-Lin
 456412      3.40191      Lin-Lin
 457255      3.28795      Lin-Lin
 458240      3.18131      Lin-Lin
 459364      3.08399      Lin-Lin
 460630      3.00575      Lin-Lin
 462317      2.92417      Lin-Lin
 464426      2.8456       Lin-Lin
 466657      2.7819       Lin-Lin
 470260      2.70234      Lin-Lin
 475532      2.60957      Lin-Lin
 484670      2.47546      Lin-Lin
 494512      2.34853      Lin-Lin
 499936      2.28669      Lin-Lin
 499968      2.27599      Lin-Lin
 500031      2.22656      Lin-Lin
 500063      2.21562      Lin-Lin
 507800      2.12375      Lin-Lin
 508113      2.15104      Lin-Lin
 508150      2.16187      Lin-Lin
 508178      2.1819       Lin-Lin
 508206      2.21427      Lin-Lin
 508316      2.38327      Lin-Lin
 508362      2.46136      Lin-Lin
 508390      2.52058      Lin-Lin
 508416      2.59029      Lin-Lin
 508521      2.91705      Lin-Lin
 508548      2.98994      Lin-Lin
 508574      3.04676      Lin-Lin
 508593      3.0694       Lin-Lin
 508600      3.07192      Lin-Lin
 508616      3.06674      Lin-Lin
 508632      3.04674      Lin-Lin
 508657      2.99657      Lin-Lin
 508698      2.88487      Lin-Lin
 508828      2.48299      Lin-Lin
 508860      2.39853      Lin-Lin
 508886      2.34634      Lin-Lin
 508911      2.30408      Lin-Lin
 508975      2.21448      Lin-Lin
 509014      2.17476      Lin-Lin
 509052      2.15352      Lin-Lin
 509168      2.12273      Lin-Lin
 509270      2.10025      Lin-Lin
 519460      1.9251       Lin-Lin
 522666      1.98859      Lin-Lin
 526978      2.14024      Lin-Lin
 529820      2.37459      Lin-Lin
 533090      2.78428      Lin-Lin
 536790      3.32334      Lin-Lin
 539130      3.60367      Lin-Lin
 541770      3.81878      Lin-Lin
 543720      3.90411      Lin-Lin
 546150      3.96005      Lin-Lin
 548540      3.97265      Lin-Lin
 554344      3.93754      Lin-Lin
 562950      3.86371      Lin-Lin
 563361      3.92948      Lin-Lin
 563406      3.94751      Lin-Lin
 563498      4.01874      Lin-Lin
 563646      4.15298      Lin-Lin
 563680      4.20276      Lin-Lin
 563712      4.27095      Lin-Lin
 563940      4.87089      Lin-Lin
 563965      4.9198       Lin-Lin
 563995      4.94716      Lin-Lin
 563999      4.94778      Lin-Lin
 564026      4.93286      Lin-Lin
 564062      4.87592      Lin-Lin
 564099      4.78961      Lin-Lin
 564171      4.56766      Lin-Lin
 564244      4.34013      Lin-Lin
 564280      4.24451      Lin-Lin
 564312      4.18024      Lin-Lin
 564410      4.04125      Lin-Lin
 564459      3.98655      Lin-Lin
 564508      3.95516      Lin-Lin
 564800      3.85059      Lin-Lin
 565820      3.85451      Lin-Lin
 566260      3.80123      Lin-Lin
 569900      3.79806      Lin-Lin
 574423      3.84612      Lin-Lin
 580310      3.98555      Lin-Lin
 583410      4.0709       Lin-Lin
 587580      4.30075      Lin-Lin
 592420      4.68543      Lin-Lin
 593600      4.76491      Lin-Lin
 596460      4.86142      Lin-Lin
 597590      4.92425      Lin-Lin
 598790      5.04933      Lin-Lin
 599201      5.24774      Lin-Lin
 599260      5.29127      Lin-Lin
 599335      5.39251      Lin-Lin
 599695      5.95408      Lin-Lin
 599729      5.98178      Lin-Lin
 599740      5.98265      Lin-Lin
 599779      5.94986      Lin-Lin
 599950      5.64146      Lin-Lin
 600160      5.29154      Lin-Lin
 600344      5.05765      Lin-Lin
 600400      5.00037      Lin-Lin
 600455      4.96661      Lin-Lin
 600750      4.84994      Lin-Lin
 601410      4.74552      Lin-Lin
 606720      4.36732      Lin-Lin
 607370      4.33532      Lin-Lin
 609970      4.28148      Lin-Lin
 613090      4.17915      Lin-Lin
 614700      4.13078      Lin-Lin
 617640      4.0856       Lin-Lin
 619460      4.05399      Lin-Lin
 621670      4.07248      Lin-Lin
 622560      4.06761      Lin-Lin
 624653      4.12709      Lin-Lin
 626620      4.41601      Lin-Lin
 627110      4.49884      Lin-Lin
 628512      4.21369      Lin-Lin
 628980      4.12331      Lin-Lin
 630240      4.0857       Lin-Lin
 630360      4.08537      Lin-Lin
 634100      4.178        Lin-Lin
 636335      4.24365      Lin-Lin
 637960      4.2923       Lin-Lin
 642790      4.43673      Lin-Lin
 652780      4.80959      Lin-Lin
 663350      5.33268      Lin-Lin
 668220      5.59801      Lin-Lin
 681390      6.56788      Lin-Lin
 682485      6.79146      Lin-Lin
 682520      6.81802      Lin-Lin
 682581      6.90826      Lin-Lin
 683010      7.71028      Lin-Lin
 683369      8.41287      Lin-Lin
 683407      8.45241      Lin-Lin
 683420      8.45301      Lin-Lin
 683461      8.40852      Lin-Lin
 683664      7.94651      Lin-Lin
 684029      7.16475      Lin-Lin
 684070      7.10113      Lin-Lin
 684116      7.06449      Lin-Lin
 684800      6.89241      Lin-Lin
 686790      7.02294      Lin-Lin
 688780      7.2092       Lin-Lin
 695770      7.77315      Lin-Lin
 699755      8.0437       Lin-Lin
 701130      8.12879      Lin-Lin
 704440      8.26842      Lin-Lin
 707750      8.34963      Lin-Lin
 710350      8.38433      Lin-Lin
 714260      8.28235      Lin-Lin
 718170      8.05993      Lin-Lin
 722540      7.70889      Lin-Lin
 726060      7.35769      Lin-Lin
 731880      6.6217       Lin-Lin
 734780      6.2369       Lin-Lin
 738680      5.70361      Lin-Lin
 744860      4.90157      Lin-Lin
 746830      4.74024      Lin-Lin
 747574      4.7346       Lin-Lin
 747653      4.74116      Lin-Lin
 747706      4.77052      Lin-Lin
 747890      4.9693       Lin-Lin
 748061      5.15346      Lin-Lin
 748100      5.17274      Lin-Lin
 748139      5.16426      Lin-Lin
 748336      5.00471      Lin-Lin
 748572      4.80472      Lin-Lin
 748730      4.68093      Lin-Lin
 748872      4.63433      Lin-Lin
 749300      4.5243       Lin-Lin
 750040      4.38736      Lin-Lin
 754910      4.15321      Lin-Lin
 757260      4.08625      Lin-Lin
 758940      4.05512      Lin-Lin
 761205      4.15262      Lin-Lin
 763470      4.19892      Lin-Lin
 764310      4.55095      Lin-Lin
 765150      4.91842      Lin-Lin
 765660      5.38326      Lin-Lin
 766160      5.51458      Lin-Lin
 766500      5.76894      Lin-Lin
 766875      5.91785      Lin-Lin
 767000      5.95801      Lin-Lin
 768850      5.86035      Lin-Lin
 771115      6.096        Lin-Lin
 771700      6.16271      Lin-Lin
 773210      6.43084      Lin-Lin
 776070      6.60691      Lin-Lin
 777910      6.65325      Lin-Lin
 782025      6.5234       Lin-Lin
 786140      6.36436      Lin-Lin
 789500      6.17986      Lin-Lin
 796050      5.72516      Lin-Lin
 804450      5.17365      Lin-Lin
 810160      4.85066      Lin-Lin
 818220      4.46913      Lin-Lin
 827290      4.16284      Lin-Lin
 832660      3.99547      Lin-Lin
 840550      3.82693      Lin-Lin
 850460      3.63187      Lin-Lin
 857850      3.55921      Lin-Lin
 865740      3.53342      Lin-Lin
 874137      3.56499      Lin-Lin
 880350      3.63536      Lin-Lin
 886570      3.86706      Lin-Lin
 892280      4.16411      Lin-Lin
 899160      4.76953      Lin-Lin
 902290      5.10006      Lin-Lin
 905700      5.37753      Lin-Lin
 907520      5.54635      Lin-Lin
 911432      5.53028      Lin-Lin
 913210      5.46668      Lin-Lin
 915030      5.34976      Lin-Lin
 922760      4.66445      Lin-Lin
 928680      4.18832      Lin-Lin
 933690      3.87392      Lin-Lin
 936410      3.69256      Lin-Lin
 943240      3.37097      Lin-Lin
 946420      3.26853      Lin-Lin
 949610      3.10353      Lin-Lin
 952570      3.03543      Lin-Lin
 959050      2.93334      Lin-Lin
 962120      2.8754       Lin-Lin
 964630      2.85607      Lin-Lin
 965711      2.92848      Lin-Lin
 965768      2.94436      Lin-Lin
 965853      2.99494      Lin-Lin
 966365      3.35563      Lin-Lin
 966407      3.39837      Lin-Lin
 966436      3.44396      Lin-Lin
 966461      3.50122      Lin-Lin
 966492      3.59877      Lin-Lin
 966535      3.7562       Lin-Lin
 966620      4.08448      Lin-Lin
 966652      4.18825      Lin-Lin
 966684      4.26687      Lin-Lin
 966705      4.30446      Lin-Lin
 966748      4.35507      Lin-Lin
 967066      4.6127       Lin-Lin
 967130      4.64422      Lin-Lin
 967148      4.64637      Lin-Lin
 967237      4.62496      Lin-Lin
 967771      4.41603      Lin-Lin
 967842      4.36302      Lin-Lin
 968163      4.00185      Lin-Lin
 968217      3.93481      Lin-Lin
 968252      3.87595      Lin-Lin
 968284      3.80434      Lin-Lin
 968327      3.68145      Lin-Lin
 968412      3.3997       Lin-Lin
 968455      3.27015      Lin-Lin
 968483      3.20169      Lin-Lin
 968512      3.15341      Lin-Lin
 968540      3.12353      Lin-Lin
 968611      3.08684      Lin-Lin
 969123      2.89355      Lin-Lin
 969180      2.87781      Lin-Lin
 969308      2.86908      Lin-Lin
 971220      2.83935      Lin-Lin
 974168      2.91095      Lin-Lin
 976460      3.04645      Lin-Lin
 979190      3.303        Lin-Lin
 980550      3.45857      Lin-Lin
 981920      3.5124       Lin-Lin
 984420      3.5051       Lin-Lin
 985790      3.40907      Lin-Lin
 987985      3.2318       Lin-Lin
 988970      3.1553       Lin-Lin
 992610      2.91061      Lin-Lin
 997620      2.73564      Lin-Lin
 999440      2.76137      Lin-Lin
 1.0001E+06  2.73262      Lin-Lin
 1.0019E+06  2.63536      Lin-Lin
 1.0056E+06  2.66022      Lin-Lin
 1.0073E+06  2.65599      Lin-Lin
 1.009E+06   2.6338       Lin-Lin
 1.01249E+06 2.6597       Lin-Lin
 1.0176E+06  2.78645      Lin-Lin
 1.0236E+06  3.04804      Lin-Lin
 1.029E+06   3.21054      Lin-Lin
 1.0317E+06  3.24082      Lin-Lin
 1.0335E+06  3.23529      Lin-Lin
 1.0354E+06  3.25688      Lin-Lin
 1.0393E+06  3.21817      Lin-Lin
 1.044E+06   3.23781      Lin-Lin
 1.049E+06   3.36434      Lin-Lin
 1.0511E+06  3.40097      Lin-Lin
 1.0561E+06  3.60758      Lin-Lin
 1.0597E+06  3.84539      Lin-Lin
 1.0622E+06  3.99594      Lin-Lin
 1.0663E+06  4.14671      Lin-Lin
 1.0695E+06  4.1677       Lin-Lin
 1.07339E+06 4.07225      Lin-Lin
 1.0784E+06  3.85766      Lin-Lin
 1.08145E+06 3.71205      Lin-Lin
 1.0829E+06  3.64613      Lin-Lin
 1.0852E+06  3.49807      Lin-Lin
 1.0866E+06  3.3741       Lin-Lin
 1.08769E+06 3.4686       Lin-Lin
 1.0891E+06  3.77593      Lin-Lin
 1.09E+06    3.84953      Lin-Lin
 1.0942E+06  3.70791      Lin-Lin
 1.0984E+06  3.58695      Lin-Lin
 1.1088E+06  3.3117       Lin-Lin
 1.1096E+06  3.29635      Lin-Lin
 1.1112E+06  3.48983      Lin-Lin
 1.1131E+06  3.24047      Lin-Lin
 1.1241E+06  3.11294      Lin-Lin
 1.1299E+06  2.99674      Lin-Lin
 1.1337E+06  2.94631      Lin-Lin
 1.1405E+06  2.8975       Lin-Lin
 1.1415E+06  2.89379      Lin-Lin
 1.1456E+06  2.99571      Lin-Lin
 1.1489E+06  2.85264      Lin-Lin
 1.1551E+06  2.68539      Lin-Lin
 1.1583E+06  2.64725      Lin-Lin
 1.1592E+06  2.639        Lin-Lin
 1.1635E+06  2.68282      Lin-Lin
 1.1678E+06  2.75527      Lin-Lin
 1.1708E+06  2.87548      Lin-Lin
 1.1735E+06  2.928        Lin-Lin
 1.17598E+06 2.89222      Lin-Lin
 1.1768E+06  2.86762      Lin-Lin
 1.1801E+06  2.75075      Lin-Lin
 1.1833E+06  2.6605       Lin-Lin
 1.1868E+06  2.57987      Lin-Lin
 1.1922E+06  2.52655      Lin-Lin
 1.19651E+06 2.53805      Lin-Lin
 1.1991E+06  2.57007      Lin-Lin
 1.2006E+06  2.57292      Lin-Lin
 1.2049E+06  2.66591      Lin-Lin
 1.2063E+06  2.70995      Lin-Lin
 1.2106E+06  2.81736      Lin-Lin
 1.2128E+06  3.07393      Lin-Lin
 1.2147E+06  2.96839      Lin-Lin
 1.2198E+06  3.06157      Lin-Lin
 1.2242E+06  3.09428      Lin-Lin
 1.2252E+06  3.10971      Lin-Lin
 1.2293E+06  3.11846      Lin-Lin
 1.2335E+06  3.05918      Lin-Lin
 1.2377E+06  2.9891       Lin-Lin
 1.242E+06   2.81561      Lin-Lin
 1.2444E+06  2.74237      Lin-Lin
 1.2545E+06  2.51608      Lin-Lin
 1.2632E+06  2.39484      Lin-Lin
 1.2683E+06  2.38081      Lin-Lin
 1.2718E+06  2.33965      Lin-Lin
 1.2789E+06  2.3059       Lin-Lin
 1.28175E+06 2.30575      Lin-Lin
 1.2846E+06  2.30594      Lin-Lin
 1.29025E+06 2.36958      Lin-Lin
 1.2959E+06  2.44567      Lin-Lin
 1.2981E+06  2.56389      Lin-Lin
 1.3012E+06  2.70309      Lin-Lin
 1.3048E+06  3.06017      Lin-Lin
 1.3065E+06  3.14219      Lin-Lin
 1.3096E+06  3.43004      Lin-Lin
 1.3122E+06  3.65285      Lin-Lin
 1.3141E+06  3.7418       Lin-Lin
 1.3162E+06  3.79076      Lin-Lin
 1.31775E+06 3.7536       Lin-Lin
 1.3193E+06  3.69024      Lin-Lin
 1.321E+06   3.58287      Lin-Lin
 1.322E+06   3.8459       Lin-Lin
 1.32209E+06 3.83365      Lin-Lin
 1.3234E+06  3.4857       Lin-Lin
 1.3253E+06  3.28975      Lin-Lin
 1.3298E+06  3.00928      Lin-Lin
 1.3332E+06  2.87183      Lin-Lin
 1.337E+06   2.6723       Lin-Lin
 1.3434E+06  2.50987      Lin-Lin
 1.3513E+06  2.37009      Lin-Lin
 1.3548E+06  2.35481      Lin-Lin
 1.3553E+06  2.35506      Lin-Lin
 1.3637E+06  2.34687      Lin-Lin
 1.366E+06   2.32059      Lin-Lin
 1.3687E+06  2.27597      Lin-Lin
 1.3722E+06  2.22911      Lin-Lin
 1.3764E+06  2.23076      Lin-Lin
 1.3806E+06  2.27699      Lin-Lin
 1.3834E+06  2.33148      Lin-Lin
 1.385E+06   2.33316      Lin-Lin
 1.3873E+06  2.32496      Lin-Lin
 1.3881E+06  2.4668       Lin-Lin
 1.3889E+06  2.61644      Lin-Lin
 1.38954E+06 2.83405      Lin-Lin
 1.39055E+06 3.18606      Lin-Lin
 1.3906E+06  3.21026      Lin-Lin
 1.39072E+06 3.28834      Lin-Lin
 1.39104E+06 3.50028      Lin-Lin
 1.3911E+06  3.53478      Lin-Lin
 1.39121E+06 3.57142      Lin-Lin
 1.39194E+06 3.74487      Lin-Lin
 1.392E+06   3.74931      Lin-Lin
 1.3921E+06  3.7321       Lin-Lin
 1.39296E+06 3.49641      Lin-Lin
 1.3942E+06  3.06642      Lin-Lin
 1.39525E+06 2.84487      Lin-Lin
 1.3956E+06  2.77467      Lin-Lin
 1.3975E+06  2.59888      Lin-Lin
 1.3993E+06  2.54434      Lin-Lin
 1.4039E+06  2.43696      Lin-Lin
 1.4113E+06  2.38198      Lin-Lin
 1.4194E+06  2.38668      Lin-Lin
 1.4262E+06  2.2665       Lin-Lin
 1.4268E+06  2.2604       Lin-Lin
 1.42936E+06 2.55871      Lin-Lin
 1.4294E+06  2.55904      Lin-Lin
 1.42951E+06 2.54586      Lin-Lin
 1.43068E+06 2.32777      Lin-Lin
 1.4311E+06  2.25227      Lin-Lin
 1.4335E+06  2.21363      Lin-Lin
 1.4387E+06  2.23535      Lin-Lin
 1.4511E+06  2.20887      Lin-Lin
 1.4554E+06  2.21262      Lin-Lin
 1.464E+06   2.19063      Lin-Lin
 1.47046E+06 2.21333      Lin-Lin
 1.4728E+06  2.29785      Lin-Lin
 1.47852E+06 2.17303      Lin-Lin
 1.485E+06   2.09379      Lin-Lin
 1.4902E+06  2.00656      Lin-Lin
 1.4931E+06  1.96528      Lin-Lin
 1.4957E+06  1.97317      Lin-Lin
 1.4976E+06  2.13149      Lin-Lin
 1.5008E+06  2.22101      Lin-Lin
 1.50475E+06 2.15941      Lin-Lin
 1.5087E+06  2.07456      Lin-Lin
 1.5154E+06  1.97605      Lin-Lin
 1.5259E+06  1.93325      Lin-Lin
 1.537E+06   1.91346      Lin-Lin
 1.5404E+06  1.93337      Lin-Lin
 1.5438E+06  2.03194      Lin-Lin
 1.54532E+06 1.97618      Lin-Lin
 1.54685E+06 1.94825      Lin-Lin
 1.5499E+06  1.9005       Lin-Lin
 1.55682E+06 1.93896      Lin-Lin
 1.55698E+06 1.94689      Lin-Lin
 1.56012E+06 2.23559      Lin-Lin
 1.5602E+06  2.23857      Lin-Lin
 1.56034E+06 2.2265       Lin-Lin
 1.5625E+06  1.97477      Lin-Lin
 1.56272E+06 1.97203      Lin-Lin
 1.5695E+06  1.97338      Lin-Lin
 1.5751E+06  2.06389      Lin-Lin
 1.5793E+06  2.20088      Lin-Lin
 1.5824E+06  2.28722      Lin-Lin
 1.5879E+06  2.55988      Lin-Lin
 1.5923E+06  2.94087      Lin-Lin
 1.5958E+06  3.34285      Lin-Lin
 1.5991E+06  3.82553      Lin-Lin
 1.6011E+06  4.18017      Lin-Lin
 1.6017E+06  4.3088       Lin-Lin
 1.6032E+06  4.42031      Lin-Lin
 1.60429E+06 4.30962      Lin-Lin
 1.6061E+06  4.089        Lin-Lin
 1.6078E+06  3.86004      Lin-Lin
 1.6105E+06  3.43555      Lin-Lin
 1.6131E+06  3.1599       Lin-Lin
 1.6157E+06  2.84377      Lin-Lin
 1.6195E+06  2.58097      Lin-Lin
 1.626E+06   2.36928      Lin-Lin
 1.6309E+06  2.23031      Lin-Lin
 1.63202E+06 2.331        Lin-Lin
 1.6324E+06  2.34833      Lin-Lin
 1.6339E+06  2.39752      Lin-Lin
 1.6362E+06  2.28784      Lin-Lin
 1.6388E+06  2.07097      Lin-Lin
 1.6415E+06  1.97467      Lin-Lin
 1.6505E+06  1.86962      Lin-Lin
 1.6628E+06  1.83887      Lin-Lin
 1.6651E+06  1.82045      Lin-Lin
 1.6748E+06  1.67947      Lin-Lin
 1.6775E+06  1.41787      Lin-Lin
 1.67973E+06 1.28795      Lin-Lin
 1.67976E+06 1.28732      Lin-Lin
 1.67983E+06 1.29043      Lin-Lin
 1.67999E+06 1.31275      Lin-Lin
 1.68095E+06 1.46172      Lin-Lin
 1.68159E+06 1.58158      Lin-Lin
 1.68364E+06 1.97129      Lin-Lin
 1.6839E+06  2.01627      Lin-Lin
 1.6854E+06  2.07583      Lin-Lin
 1.6889E+06  2.19644      Lin-Lin
 1.6938E+06  2.33287      Lin-Lin
 1.6965E+06  2.37066      Lin-Lin
 1.70145E+06 2.27542      Lin-Lin
 1.7064E+06  2.23441      Lin-Lin
 1.7114E+06  2.41822      Lin-Lin
 1.7164E+06  2.78875      Lin-Lin
 1.7196E+06  2.98949      Lin-Lin
 1.72073E+06 2.86778      Lin-Lin
 1.7234E+06  2.80735      Lin-Lin
 1.7357E+06  2.85541      Lin-Lin
 1.739E+06   2.84361      Lin-Lin
 1.7415E+06  2.84522      Lin-Lin
 1.7465E+06  2.71328      Lin-Lin
 1.7564E+06  2.40513      Lin-Lin
 1.75809E+06 2.40128      Lin-Lin
 1.7582E+06  2.40281      Lin-Lin
 1.7603E+06  2.54523      Lin-Lin
 1.7625E+06  2.3205       Lin-Lin
 1.76655E+06 2.10695      Lin-Lin
 1.7679E+06  2.03979      Lin-Lin
 1.7698E+06  2.20524      Lin-Lin
 1.76998E+06 2.19248      Lin-Lin
 1.7737E+06  1.84069      Lin-Lin
 1.7807E+06  1.78496      Lin-Lin
 1.7834E+06  1.77139      Lin-Lin
 1.7852E+06  1.83312      Lin-Lin
 1.787E+06   2.00555      Lin-Lin
 1.7892E+06  1.92642      Lin-Lin
 1.7913E+06  2.05983      Lin-Lin
 1.7961E+06  2.13437      Lin-Lin
 1.7983E+06  2.28759      Lin-Lin
 1.79942E+06 2.46638      Lin-Lin
 1.7995E+06  2.48313      Lin-Lin
 1.79965E+06 2.5346       Lin-Lin
 1.8007E+06  2.93203      Lin-Lin
 1.80182E+06 3.30589      Lin-Lin
 1.8019E+06  3.31885      Lin-Lin
 1.80199E+06 3.31082      Lin-Lin
 1.80274E+06 3.14023      Lin-Lin
 1.80281E+06 3.10991      Lin-Lin
 1.80293E+06 3.02914      Lin-Lin
 1.80335E+06 2.70542      Lin-Lin
 1.80344E+06 2.65547      Lin-Lin
 1.80362E+06 2.57868      Lin-Lin
 1.80392E+06 2.46384      Lin-Lin
 1.804E+06   2.44253      Lin-Lin
 1.80411E+06 2.43075      Lin-Lin
 1.8086E+06  2.299        Lin-Lin
 1.826E+06   1.99481      Lin-Lin
 1.8359E+06  1.86404      Lin-Lin
 1.8403E+06  1.847        Lin-Lin
 1.8483E+06  1.78618      Lin-Lin
 1.8629E+06  1.60501      Lin-Lin
